id	date	owner_id	from_id	likes	reposts
2940	1383750564	-47535294	194378745	2	1
2939	1383750348	-47535294	194378745	3	1
2938	1383741677	-47535294	194378745	1	0
2937	1383733589	-47535294	709327473	2	0
2935	1383728779	-47535294	137791270	1	0
2934	1383728704	-47535294	194378745	4	4
2933	1383721332	-47535294	709327473	0	0
2932	1383676727	-47535294	709327473	0	1
2930	1383658280	-47535294	589940631	1	0
2929	1383653155	-47535294	709327473	16	2
2928	1383648628	-47535294	194378745	0	0
2927	1383648590	-47535294	194378745	0	0
2926	1383643848	-47535294	589940631	0	0
2925	1383643816	-47535294	194378745	0	0
2924	1383639116	-47535294	194378745	0	0
2923	1383631595	-47535294	589940631	0	0
2922	1383628564	-47535294	709327473	0	0
2921	1383628521	-47535294	709327473	1	0
2920	1383628206	-47535294	709327473	14	10
2918	1383579124	-47535294	709327473	5	0
2917	1383514267	-47535294	709327473	4	0
2915	1383460846	-47535294	589940631	3	0
2914	1383460808	-47535294	589940631	0	0
2913	1383460796	-47535294	709327473	4	0
2912	1383460787	-47535294	709327473	4	1
2911	1383460774	-47535294	194378745	0	0
2910	1383460706	-47535294	709327473	0	0
2908	1383427629	-47535294	589940631	0	0
2906	1383407091	-47535294	194378745	4	1
2904	1383343074	-47535294	709327473	2	0
2903	1383332373	-47535294	194378745	2	2
2902	1383332361	-47535294	194378745	2	0
2901	1383332298	-47535294	709327473	7	1
2899	1383328305	-47535294	589940631	1	1
2897	1383307348	-47535294	10731911	7	1
2896	1383306540	-47535294	709327473	12	3
2893	1383294981	-47535294	709327473	4	0
2891	1383284561	-47535294	589940631	1	0
2890	1383284394	-47535294	709327473	1	1
2889	1383283721	-47535294	194378745	1	0
2888	1383283358	-47535294	194378745	3	0
2887	1383283194	-47535294	709327473	1	0
2886	1383282931	-47535294	29335941	5	0
2885	1383282780	-47535294	709327473	0	0
2884	1383282768	-47535294	709327473	3	0
2883	1383282687	-47535294	589940631	0	0
2881	1383252186	-47535294	709327473	2	0
2880	1383251748	-47535294	709327473	0	0
2879	1383251732	-47535294	709327473	0	0
2875	1383248344	-47535294	194378745	3	0
2873	1383227513	-47535294	709327473	2	0
2872	1383227237	-47535294	709327473	0	0
2871	1383218427	-47535294	589940631	1	0
2870	1383216690	-47535294	589940631	2	1
2869	1383216633	-47535294	194378745	3	1
2867	1383212252	-47535294	589940631	6	1
2866	1383212191	-47535294	589940631	1	1
2865	1383211547	-47535294	589940631	2	0
2863	1383211414	-47535294	194378745	0	0
2862	1383211266	-47535294	709327473	0	0
2860	1383200984	-47535294	589940631	4	1
2858	1383196808	-47535294	194378745	0	0
2857	1383196682	-47535294	709327473	0	0
2854	1383160886	-47535294	589940631	0	0
2853	1383159873	-47535294	709327473	3	1
2849	1383154024	-47535294	589940631	0	0
2848	1383153999	-47535294	709327473	0	0
2847	1383148112	-47535294	10731911	4	0
2846	1383142458	-47535294	10731911	9	2
2845	1383140132	-47535294	709327473	1	0
2844	1383135293	-47535294	589940631	1	0
2843	1383135114	-47535294	194378745	11	4
2842	1383130143	-47535294	589940631	16	6
2841	1383114650	-47535294	589940631	1	0
2840	1383114353	-47535294	194378745	0	1
2838	1383102922	-47535294	194378745	1	0
2837	1383076426	-47535294	589940631	1	0
2836	1383072634	-47535294	194378745	3	0
2835	1383072569	-47535294	194378745	2	1
2834	1383072481	-47535294	709327473	4	4
2831	1383061000	-47535294	194378745	7	0
2830	1383052401	-47535294	589940631	2	4
2829	1383045420	-47535294	194378745	2	1
2828	1383045232	-47535294	194378745	7	2
2827	1383034977	-47535294	119583068	0	0
2826	1383033394	-47535294	119583068	0	0
2825	1383032172	-47535294	5095654	18	3
2824	1383032042	-47535294	709327473	4	5
2823	1383025745	-47535294	589940631	0	0
2821	1382981296	-47535294	194378745	1	1
2820	1382973649	-47535294	589940631	3	0
2814	1382960492	-47535294	709327473	4	0
2813	1382957802	-47535294	709327473	0	0
2812	1382954220	-47535294	709327473	2	0
2811	1382954205	-47535294	589940631	3	3
2810	1382947605	-47535294	194378745	2	0
